ts_code,fund_name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market,C_flg
005965.OF,安信中证500指数增强A,安信基金,宁波银行,股票型,20181129,,,20180914,,0.0045,0.8,0.1,,1.0,0.0001,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20181207,20181207,O,0
006274.OF,圆信永丰医药健康,圆信永丰基金,中国工商银行,混合型,20181129,,,20181025,,2.0989,1.5,0.25,,1.0,0.01,,中证医药卫生指数收益率*65%+上证国债指数收益率*35%,L,混合型,契约型开放式,,20181224,20181224,O,0
005983.OF,摩根核心精选A,摩根基金,中国建设银行,股票型,20181129,,,20181026,,2.4486,1.5,0.25,,1.0,0.01,,中证800指数收益率*85%+中债总指数收益率*15%,L,股票型,契约型开放式,,20190102,20190102,O,0
006524.OF,前海开源MSCI中国A股A,前海开源基金,招商银行,股票型,20181127,,,20181016,,0.141,0.5,0.1,,1.0,0.001,,MSCI中国A股指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190104,20190104,O,0
006538.OF,东海核心价值,东海基金,江苏银行,混合型,20181123,,,20181024,,2.7163,1.2,0.2,,1.0,0.1,,沪深300指数收益率*75%+上证国债指数收益率*25%,L,混合型,契约型开放式,,20190102,20190102,O,0
006128.OF,银河和美生活A,银河基金,中国工商银行,混合型,20181122,,,20181022,,2.3406,1.5,0.25,,1.0,0.001,,中证800指数收益率*70%+中证全债指数收益率*30%,L,混合型,契约型开放式,,20181224,20181224,O,0
006165.OF,建信中证1000指数增强A,建信基金,浦发银行,股票型,20181122,,,20181112,,0.5095,1.0,0.2,,1.0,0.001,,中证1000指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20181224,20181224,O,0
006267.OF,诺德量化核心A,诺德基金,中国光大银行,混合型,20181122,,,20181022,,0.2772,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20181221,20181221,O,0
001678.OF,英大国企改革主题,英大基金,广发银行,股票型,20181122,,,20181015,,2.1241,1.0,0.15,,1.0,0.001,,中证国企改革指数收益率*80%+中证全债指数收益率*20%,L,股票型,契约型开放式,,20181221,20181221,O,0
006507.OF,前海开源裕泽定开,前海开源基金,中国建设银行,混合型,20181122,,,20181015,,2.0026,0.6,0.15,,1.0,0.001,,中证开放式基金指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20190222,20190222,O,0
006341.OF,中金MSCI中国A股质量A,中金基金,招商证券,股票型,20181122,,,20180910,,0.1063,0.7,0.1,,1.0,0.01,,MSCI中国A股国际质量指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20181203,20181203,O,0
006373.OF,国富全球科技互联人民币,国海富兰克林基金,中国银行,混合型,20181120,,,20181022,,2.6687,1.5,0.25,,1.0,0.001,,MSCI全球信息科技指数收益率*40%+中证海外中国互联网指数收益率*40%+人民币活期存款利率(税后)*20%,L,混合型,契约型开放式,,20181220,20181220,O,0
006374.OF,国富全球科技互联美元现汇,国海富兰克林基金,中国银行,混合型,20181120,,,20181022,,0.0105,1.5,0.25,,1.0,0.001,,MSCI全球信息科技指数收益率*40%+中证海外中国互联网指数收益率*40%+人民币活期存款利率(税后)*20%,L,混合型,契约型开放式,,20181220,20181220,O,0
006181.OF,格林伯锐A,格林基金,交通银行,混合型,20181116,,,20181015,,0.1801,1.2,0.1,,1.0,0.001,,中债综合全价指数收益率*50%+沪深300指数收益率*50%,L,灵活配置型,契约型开放式,,20181214,20181214,O,0
006385.OF,华泰保兴研究智选A,华泰保兴基金,中国工商银行,混合型,20181116,,,20181017,,1.1437,1.2,0.2,,1.0,10.0,,沪深300指数收益率*55%+中债总指数(全价)收益率*45%,L,灵活配置型,契约型开放式,,20181217,20181217,O,0
006299.OF,恒越核心精选A,恒越基金,宁波银行,混合型,20181115,,,20181112,,2.8859,1.5,0.1,,1.0,0.0001,,沪深300指数收益率*55%+中债总全价指数收益率*25%+中证香港100指数收益率*20%,L,混合型,契约型开放式,,20181217,20181217,O,0
004350.OF,汇丰晋信价值先锋A,汇丰晋信基金,中国建设银行,股票型,20181114,,,20181015,,4.1674,1.5,0.25,,1.0,0.1,,中证800指数收益率*90%+同业存款利率(税后)*10%,L,股票型,契约型开放式,,20190115,20190115,O,0
005937.OF,工银精选金融地产A,工银瑞信基金,交通银行,混合型,20181114,,,20181008,,0.3364,1.2,0.2,,1.0,0.001,,沪深300金融地产行业指数收益率*50%+中证香港上市可交易内地金融指数收益率*20%+中债综合财富(总值)指数收益率*20%+中证香港上市可交易内地地产指数收益率*10%,L,混合型,契约型开放式,,20181205,20181205,O,0
006193.OF,鑫元核心资产A,鑫元基金,中国工商银行,股票型,20181114,,,20180928,,0.1383,1.0,0.25,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,,20190114,20190114,O,0
005840.OF,富国产业驱动A,富国基金,中国工商银行,混合型,20181114,,,20180926,,2.3041,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,混合型,契约型开放式,,20181129,20181129,O,0
005939.OF,工银新能源汽车A,工银瑞信基金,交通银行,混合型,20181114,,,20180822,,1.0039,1.2,0.2,,1.0,0.001,,中证新能源汽车指数收益率*80%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20181128,20181128,O,0
006438.OF,博时中证央企结构调整ETF联接A,博时基金,招商银行,股票型,20181114,,,20181015,,4.0585,0.15,0.05,,1.0,0.001,,中证央企结构调整指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190111,20190111,O,0
006196.OF,华夏央企结构调整ETF联接A,华夏基金,中国农业银行,股票型,20181114,,,20181015,,8.5216,0.15,0.05,,1.0,0.001,,中证央企结构调整指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20190102,20190102,O,0
006277.OF,中金瑞和A,中金基金,中国邮政储蓄银行,混合型,20181113,,,20180808,,0.0802,0.5,0.15,,1.0,0.001,,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*40%+恒生指数收益率(使用估值汇率调整)*10%,L,灵活配置型,契约型开放式,,20190107,20190107,O,0
160422.OF,华安创业板50ETF联接A,华安基金,中国建设银行,股票型,20181108,,,20181108,,,0.5,0.1,,1.0,,,创业板50指数收益率*95%+商业银行(税后)活期存款利率*5%,L,被动指数型,契约型开放式,,20181119,20181120,O,0
005876.OF,易方达鑫转增利A,易方达基金,中国银行,混合型,20181107,,,20181008,,2.551,1.0,0.2,,1.0,0.0001,,中债新综合指数收益率*60%+中证可转换债券指数收益率*20%+沪深300指数收益率*15%+金融机构人民币活期存款基准利率(税后)*5%,L,混合型,契约型开放式,,20181207,20181207,O,0
006511.OF,博道卓远A,博道基金,宁波银行,混合型,20181107,,,20181015,,4.5852,1.5,0.1,,1.0,0.001,,沪深300指数收益率*70%+中债综合全价(总值)指数收益率*25%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20181210,20181210,O,0
005888.OF,华夏新兴消费A,华夏基金,中国建设银行,混合型,20181107,,,20181008,,2.1484,1.2,0.2,,1.0,0.001,,中证内地消费主题指数收益率*60%+中证香港300主要消费人民币指数收益率*20%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20181221,20181221,O,0
006252.OF,永赢消费主题A,永赢基金,浦发银行,混合型,20181106,,,20181008,,2.1665,1.2,0.2,,1.0,0.001,,中证内地消费主题指数收益率*60%+中国债券总指数收益率*40%,L,灵活配置型,契约型开放式,,20190114,20190114,O,0
006547.OF,红塔红土盛弘A,红塔红土基金,交通银行,混合型,20181106,,,20181025,,0.0905,0.6,0.2,,1.0,0.01,,沪深300指数收益率*55%+中债总指数(财富)收益率*45%,L,灵活配置型,契约型开放式,,20181207,20181207,O,0
006290.OF,南方养老2035三年A,南方基金,中国工商银行,混合型,20181106,,,20181015,,3.2978,0.9,0.15,,1.0,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,混合型,契约型开放式,,20181115,20211108,O,0
006486.OF,广发中证1000联接A,广发基金,中国工商银行,股票型,20181102,,,20180925,,0.1427,0.5,0.1,,1.0,0.001,,中证1000指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20181203,20181203,O,0
005911.OF,广发双擎升级A,广发基金,中国工商银行,混合型,20181102,,,20180925,,2.4776,1.2,0.2,,1.0,0.001,,沪深300指数收益率*75%+中证全债指数收益率*25%,L,混合型,契约型开放式,,20181203,20181203,O,0
006369.OF,弘毅远方国企转型A,弘毅远方基金,华泰证券,混合型,20181031,,,20181008,,4.9291,1.2,0.1,,1.0,0.001,,沪深300指数收益率*70%+上证国债指数收益率*30%,L,混合型,契约型开放式,,20190115,20190115,O,0
006295.OF,工银养老2035A,工银瑞信基金,交通银行,混合型,20181031,,,20181008,,2.2013,0.9,0.2,,1.0,0.001,,中债新综合(财富)指数收益率*60%+中证800指数收益率*40%,L,混合型,契约型开放式,,20181112,20211101,O,0
006282.OF,摩根欧洲动力策略,摩根基金,招商银行,股票型,20181031,,,20180917,,2.2247,1.8,0.25,,1.0,0.01,,MSCI欧洲净收益指数(MSCI Europe Index(Total Return Net))收益率*90%+银行活期存款收益率(税后)*10%,L,股票型,契约型开放式,,20181203,20181203,O,0
006195.OF,国金量化多因子A,国金基金,中国银行,股票型,20181031,,,20180910,,2.4929,1.2,0.2,,1.0,0.01,,中证500指数收益率*85%+中证全债指数收益率*15%,L,股票型,契约型开放式,,20181130,20181130,O,0
005880.OF,建信上证50ETF联接A,建信基金,中国银河,股票型,20181025,,,20181008,,0.3084,0.5,0.1,,1.0,0.001,,上证50指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20181126,20181126,O,0
006306.OF,宏利泰和养老(FOF)A,宏利基金,中国农业银行,混合型,20181025,,,20180910,,2.2956,1.0,0.2,,1.0,0.0001,,中证全指指数收益率*50%+中证全债指数收益率*50%,L,混合型,契约型开放式,,20181105,20211025,O,0
005957.OF,华夏聚丰稳健目标A,华夏基金,招商银行,混合型,20181023,,,20180823,,0.6754,0.8,0.2,,1.0,0.001,,上证国债指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20181120,20181120,O,0
005660.OF,嘉实资源精选A,嘉实基金,中国银行,股票型,20181022,,,20180717,,0.2843,1.2,0.2,,1.0,0.0001,,中证内地资源主题指数收益率*70%+中债综合财富指数收益率*10%+恒生能源行业指数收益率*10%+恒生原材料行业指数收益率*10%,L,股票型,契约型开放式,,20190121,20190121,O,0
005729.OF,南方人工智能主题,南方基金,中国农业银行,混合型,20181012,,,20180724,,2.3697,1.2,0.2,,1.0,0.0001,,中证人工智能主题指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数*10%,L,混合型,契约型开放式,,20181114,20181114,O,0
006286.OF,华泰柏瑞MSCI中国A股国际通ETF联接A,华泰柏瑞基金,中国建设银行,股票型,20181010,,,20180830,,5.0888,0.15,0.05,,1.0,0.001,,MSCI中国A股国际通指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20181030,20181030,O,0
006321.OF,中欧预见养老2035三年A,中欧基金,招商银行,混合型,20181010,,,20180910,,2.8977,0.6,0.15,,1.0,0.0001,,中债综合指数收益率*60.33%+沪深300指数收益率*39.67%,L,混合型,契约型开放式,,20181112,20211011,O,0
006353.OF,东方红核心优选一年A,东证资管,浦发银行,混合型,20181009,,,20180911,,3.5067,0.7,0.2,,1.0,0.1,,中债综合指数收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20191009,20191009,O,0
166007.OF,中欧互通精选A,中欧基金,兴业银行,混合型,20181008,,,20181008,,,1.2,0.2,,1.0,,,MSCI中国A股国际通指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20181008,20181008,O,0
001884.OF,中欧互通精选E,中欧基金,兴业银行,混合型,20181008,,,20181008,,,1.2,0.2,,1.0,,,MSCI中国A股国际通指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20181008,20181008,O,0
005826.OF,华夏潜龙精选,华夏基金,中国银行,股票型,20180927,,,20180827,,2.3382,1.2,0.2,,1.0,0.001,,MSCI中国A股在岸指数收益率*60%+经汇率调整的恒生指数收益率*30%+上证国债指数收益率*10%,L,股票型,契约型开放式,,20181105,20181105,O,0
006223.OF,交银创新成长,交银施罗德基金,中信银行,混合型,20180927,,,20180813,,3.6424,1.2,0.2,,1.0,0.001,,沪深300指数收益率*50%+恒生指数收益率*30%+中证综合债券指数收益率*20%,L,混合型,契约型开放式,,20181101,20181101,O,0
006243.OF,中银双息回报A,中银基金,招商银行,混合型,20180927,,,20180903,,8.8274,1.2,0.2,,1.0,0.01,,中债综合财富指数收益率*50%+中证红利全收益指数收益率*40%+恒生中国企业指数收益率*10%,L,混合型,契约型开放式,,20181029,20181029,O,0
006225.OF,人保量化基本面A,人保资产,中国工商银行,混合型,20180927,,,20180827,,0.5404,1.5,0.25,,1.0,0.001,,中证800指数收益率*75%+中债综合全价指数收益率*20%+商业银行活期存款利率*5%,L,混合型,契约型开放式,,20181029,20181029,O,0
168601.OF,汇安裕阳三年定期开放,汇安基金,中国光大银行,混合型,20180927,,,20180808,,2.1433,1.5,0.25,,1.0,0.001,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,混合型,契约型开放式,,20210927,20210927,O,0
671030.OF,西部利得事件驱动,西部利得基金,中国建设银行,股票型,20180926,,,20180719,,2.3274,1.2,0.2,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,,20181026,20181026,O,0
005943.OF,工银聚福A,工银瑞信基金,交通银行,混合型,20180921,,,20180827,,0.1777,0.5,0.1,,1.0,0.001,,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20181025,20181025,O,0
006308.OF,汇添富全球消费人民币A,汇添富基金,中国工商银行,混合型,20180921,,,20180905,,2.8557,1.8,0.35,,1.0,0.001,,明晟全球可选消费指数收益率*30%+明晟全球主要消费指数收益率*20%+恒生新消费指数收益率*20%+中证内地消费主题指数收益率*20%+中债-综合财富(总值)指数收益率*10%,L,混合型,契约型开放式,,20181119,20181119,O,0
006310.OF,汇添富全球消费美元现汇,汇添富基金,中国工商银行,混合型,20180921,,,20180905,,0.0326,1.8,0.35,,0.1463,0.02,,明晟全球可选消费指数收益率*30%+明晟全球主要消费指数收益率*20%+恒生新消费指数收益率*20%+中证内地消费主题指数收益率*20%+中债-综合财富(总值)指数收益率*10%,L,混合型,契约型开放式,,20181119,20181119,O,0
006136.OF,广发估值优势A,广发基金,中国工商银行,混合型,20180921,,,20180820,,4.1394,1.2,0.2,,1.0,0.001,,沪深300指数收益率*60%+中证全债指数收益率*25%+人民币计价的恒生综合指数收益率*15%,L,混合型,契约型开放式,,20181022,20181022,O,0
006205.OF,汇添富沪港深优势精选,汇添富基金,中国工商银行,混合型,20180921,,,20180903,,2.1776,1.2,0.2,,1.0,0.001,,恒生指数收益率(使用估值汇率折算)*65%+中债综合财富指数收益率*20%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20190923,20190923,O,0
004809.OF,前海联合润丰A,新疆前海联合基金,招商证券,混合型,20180920,,,20180619,,1.0752,1.5,0.15,,1.0,0.0001,,沪深300指数收益率*50%+中债综合全价指数收益率*50%,L,灵活配置型,契约型开放式,,20181024,20181024,O,0
006138.OF,国联安价值优选,国联安基金,中国建设银行,股票型,20180920,,,20180820,,2.9027,1.5,0.25,,1.0,0.001,,沪深300指数收益率*80%+上证国债指数收益率*20%,L,股票型,契约型开放式,,20181022,20181022,O,0
006025.OF,诺安优化配置,诺安基金,中国银行,混合型,20180920,,,20180727,,2.5415,1.2,0.2,,1.0,0.01,,沪深300指数收益率*80%+中债综合全价指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,,20181019,20181019,O,0
006240.OF,中融医疗健康精选A,国联基金,中国银行,混合型,20180919,,,20180820,,0.2608,1.5,0.25,,1.0,0.0001,,中证医药卫生指数收益率*55%+恒生医疗保健指数收益率*25%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20181018,20181018,O,0
